"","COMPNOS","NatureCode","INCIDENT_TYPE_DESCRIPTION","MAIN_CRIMECODE","REPTDISTRICT","REPORTINGAREA","FROMDATE","WEAPONTYPE","Shooting","DOMESTIC","SHIFT","Year","Month","DAY_WEEK","UCRPART","X","Y","STREETNAME","XSTREETNAME","Location"
"114",140383031,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",462,"06/16/2014 10:30:00 AM","Unarmed","No","No","Day",2014,6,"Monday","Part One",770992.42283977,2935266.7826111,"BOWDOIN AV","","(42.30173764, -71.07553899)"
"115",140382964,"BEIP  ","RESIDENTIAL BURGLARY","05RB","E13",608,"06/16/2014 09:20:00 PM","Unarmed","No","No","First",2014,6,"Monday","Part One",760489.29292744,2943095.2886076,"CASTLETON ST","","(42.32335635, -71.11423307)"
"116",140381223,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",147,"06/16/2014 07:00:00 AM","Unarmed","No","No","Last",2014,6,"Monday","Part One",769228.82892602,2949761.58597052,"WELLINGTON ST","","(42.34153591, -71.08179542)"
"117",140381070,"ARREST","RESIDENTIAL BURGLARY","05RB","B2",258,"06/16/2014 08:45:00 AM","Other","No","No","Day",2014,6,"Monday","Part One",773226.88457819,2940812.4250631,"VIRGINIA ST","","(42.31692434, -71.06717527)"
"118",140380935,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",595,"06/16/2014 08:07:00 AM","Unarmed","No","No","Day",2014,6,"Monday","Part One",766533.51607519,2948936.01478702,"HUNTINGTON AV","","(42.33930635, -71.09177955)"
"119",140378044,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",318,"06/14/2014 10:54:00 PM","Other","No","No","First",2014,6,"Saturday","Part One",767090.60748069,2938085.25597677,"BROOKLEDGE ST","","(42.30952406, -71.08991199)"
"120",140377229,"BERPT ","RESIDENTIAL BURGLARY","05RB","E5",552,"06/06/2014 02:00:00 PM","Unarmed","No","No","Day",2014,6,"Friday","Part One",755253.22892452,2927682.61339627,"WASHINGTON ST","DENTON TR","(42.28112636, -71.13383954)"
"121",140376757,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",640,"06/10/2014 02:00:00 PM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",762365.89284877,2939207.33936252,"CERINA RD","","(42.31266412, -71.10736001)"
"122",140376562,"BEIP  ","RESIDENTIAL BURGLARY","05RB","E5",557,"06/14/2014 10:06:00 AM","Unarmed","No","No","Day",2014,6,"Saturday","Part One",756432.21311511,2927735.41808069,"WHITFORD ST","","(42.28125729, -71.12948198)"
"123",140376290,"BEIP  ","RESIDENTIAL BURGLARY","05RB","D14",774,"06/14/2014 06:05:00 AM","Other","No","No","Last",2014,6,"Saturday","Part One",749410.11659503,2949031.00245793,"CHESTNUT HILL AV","","(42.33977443, -71.15511272)"
"124",140376101,"BEIP  ","RESIDENTIAL BURGLARY","05RB","D4",597,"06/14/2014 02:18:00 AM","Unarmed","No","No","Last",2014,6,"Saturday","Part One",769453.31732219,2949177.70656085,"MASSACHUSETTS AV","","(42.3399307, -71.08097569)"
"125",140374990,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",409,"06/13/2014 04:58:00 PM","Other","No","No","First",2014,6,"Friday","Part One",770809.50686702,2924697.29325144,"IDAHO ST","","(42.2727368, -71.07640917)"
"126",140374796,"ARREST","RESIDENTIAL BURGLARY","05RB","E5",676,"06/13/2014 03:44:00 PM","Unarmed","No","No","Day",2014,6,"Friday","Part One",753070.60861785,2929842.69601835,"TYNDALE ST","","(42.28707921, -71.1418715)"
"127",140374779,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",800,"06/01/2014 12:30:00 AM","Other","No","No","Last",2014,6,"Sunday","Part One",756475.61099419,2954606.09498227,"PRATT ST","","(42.35499132, -71.12888958)"
"128",140374752,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",146,"06/12/2014 06:30:00 AM","Other","No","No","Last",2014,6,"Thursday","Part One",769579.27638785,2950840.34857677,"W NEWTON ST","ST BOTOLPH ST","(42.34449135, -71.08047955)"
"129",140374618,"ALARMR","RESIDENTIAL BURGLARY","05RB","B3",410,"06/13/2014 02:23:00 PM","Other","No","No","Day",2014,6,"Friday","Part One",770594.93347726,2925102.39775619,"MANCHESTER ST","","(42.27385136, -71.07719456)"
"130",140374400,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",153,"06/13/2014 10:00:00 AM","Other","No","No","Day",2014,6,"Friday","Part One",770481.22996452,2950494.95195785,"WARREN AV","","(42.34353135, -71.07714956)"
"131",140374239,"ARREST","RESIDENTIAL BURGLARY","05RB","D4",146,"06/13/2014 12:04:00 PM","Firearm","No","No","Day",2014,6,"Friday","Part One",769579.27638785,2950840.34857677,"W NEWTON ST","","(42.34449135, -71.08047955)"
"132",140373998,"BEIP  ","RESIDENTIAL BURGLARY","05RB","D14",777,"06/13/2014 05:32:00 AM","Unarmed","No","No","Last",2014,6,"Friday","Part One",750883.83182343,2951484.82825893,"SHANNON ST","","(42.34649135, -71.14962454)"
"133",140372955,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",132,"06/12/2014 08:00:00 AM","Other","No","No","Day",2014,6,"Thursday","Part One",770335.47533477,2953996.38261902,"MARLBOROUGH ST","","(42.35314135, -71.07762456)"
"134",140372846,"BEIP  ","RESIDENTIAL BURGLARY","05RB","E18",533,"06/12/2014 05:20:00 PM","Other","No","No","First",2014,6,"Thursday","Part One",755079.00223885,2914606.68088678,"READVILLE ST","","(42.24524696, -71.13469031)"
"135",140372286,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",586,"06/10/2014 01:00:00 PM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",764597.8700121,2945450.20548569,"FOLSOM AV","","(42.32976635, -71.09899955)"
"136",140372002,"CD7   ","RESIDENTIAL BURGLARY","05RB","C11",355,"06/11/2014 06:00:00 PM","Unarmed","No","No","First",2014,6,"Wednesday","Part One",773159.22198386,2937658.71450701,"CLARKSON ST","","(42.30827136, -71.06748458)"
"137",140371467,"BEIP  ","RESIDENTIAL BURGLARY","05RB","D4",624,"06/12/2014 11:10:00 AM","Other","No","No","Day",2014,6,"Thursday","Part One",765271.05600169,2950973.56222111,"PETERBOROUGH ST","","(42.34491393, -71.09641336)"
"138",140370982,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",607,"06/12/2014 07:49:00 AM","Unarmed","No","No","Day",2014,6,"Thursday","Part One",761778.15025785,2943545.75424211,"KENNEY ST","","(42.32457635, -71.10945954)"
"139",140370392,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",135,"06/11/2014 08:15:00 AM","Other","No","No","Day",2014,6,"Wednesday","Part One",768474.82518468,2953635.57067661,"BEACON ST","","(42.35217635, -71.08451456)"
"140",140369191,"BERPT ","RESIDENTIAL BURGLARY","05RB","E18",485,"06/11/2014 08:30:00 AM","Other","No","No","Day",2014,6,"Wednesday","Part One",763548.60865919,2921337.5742491,"RIVER ST","","(42.26361329, -71.10329461)"
"141",140368786,"BERPT ","RESIDENTIAL BURGLARY","05RB","E18",514,"06/11/2014 10:00:00 AM","Other","No","No","Day",2014,6,"Wednesday","Part One",760904.73993119,2915504.93663618,"FAIRMOUNT AV","","(42.24764137, -71.11315955)"
"142",140368460,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",285,"06/11/2014 04:30:00 AM","Other","No","No","Last",2014,6,"Wednesday","Part One",768759.13039036,2947724.12186961,"SUSSEX ST","","(42.33595135, -71.08356955)"
"143",140368211,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",943,"06/09/2014 04:30:00 PM","Other","No","No","First",2014,6,"Monday","Part One",769213.81222377,2926083.23273677,"WOODBOLE AV","","(42.27656151, -71.08227989)"
"144",140368138,"BEIP  ","RESIDENTIAL BURGLARY","05RB","E18",553,"06/11/2014 03:23:00 AM","Unarmed","No","No","Last",2014,6,"Wednesday","Part One",757560.30436286,2923829.5594226,"WINDHAM RD","","(42.27052579, -71.12537671)"
"145",140367583,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",153,"06/10/2014 07:50:00 AM","Other","No","No","Day",2014,6,"Tuesday","Part One",771257.77762402,2950635.4743146,"DARTMOUTH ST","","(42.34390634, -71.07427455)"
"146",140367563,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",435,"06/10/2014 05:30:00 AM","Other","No","No","Last",2014,6,"Tuesday","Part One",771411.64050526,2928906.46101418,"ARMANDINE ST","","(42.28427881, -71.07410675)"
"147",140367323,"BEIP  ","RESIDENTIAL BURGLARY","05RB","E13",655,"06/10/2014 07:00:00 PM","Unarmed","No","No","First",2014,6,"Tuesday","Part One",757939.70878776,2937045.38896202,"CENTRE ST","","(42.30678635, -71.12375955)"
"148",140367214,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",156,"05/31/2014 12:00:00 AM","Unarmed","No","No","Last",2014,5,"Saturday","Part One",769722.01297903,2948867.45488477,"MASSACHUSETTS AV","","(42.33907574, -71.0799875)"
"149",140366226,"ARREST","RESIDENTIAL BURGLARY","05RB","C11",364,"06/10/2014 10:20:00 AM","Other","No","No","Day",2014,6,"Tuesday","Part One",776222.16467686,2933066.2968546,"ADAMS ST","","(42.29562635, -71.05624956)"
"150",140366220,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",595,"06/10/2014 01:30:00 AM","Unarmed","No","No","Last",2014,6,"Tuesday","Part One",766533.51607519,2948936.01478702,"HUNTINGTON AV","","(42.33930635, -71.09177955)"
"151",140365585,"LARCRT","RESIDENTIAL BURGLARY","05RB","D4",132,"06/08/2014 04:00:00 PM","Unarmed","No","No","First",2014,6,"Sunday","Part One",771523.98312835,2954434.14650726,"MARLBOROUGH ST","","(42.35432635, -71.07321956)"
"152",140365330,"BEIP  ","RESIDENTIAL BURGLARY","05RB","D4",627,"06/10/2014 01:13:00 AM","Unarmed","No","No","Last",2014,6,"Tuesday","Part One",764114.6170416,2950194.59461893,"PETERBOROUGH ST","","(42.34279135, -71.10070455)"
"153",140365166,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",582,"06/09/2014 08:30:00 AM","Other","No","No","Day",2014,6,"Monday","Part One",761796.01767618,2942891.69190194,"MARK ST","","(42.32278135, -71.10940454)"
"154",140365138,"LARCRT","RESIDENTIAL BURGLARY","05RB","D4",170,"06/09/2014 10:00:00 PM","Unarmed","No","No","First",2014,6,"Monday","Part One",771321.92874243,2947804.19552836,"WORCESTER SQ","","(42.33613635, -71.07408956)"
"155",140364689,"BERPTA","RESIDENTIAL BURGLARY","05RB","C6",936,"06/09/2014 06:00:00 PM","Other","No","No","First",2014,6,"Monday","Part One",777067.93332652,2949265.80349752,"W BROADWAY","","(42.34006635, -71.05280956)"
"156",140364261,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",357,"06/09/2014 08:04:00 PM","Other","No","No","First",2014,6,"Monday","Part One",772989.43590611,2934060.99237177,"TONAWANDA ST","","(42.29840138, -71.06817959)"
"157",140364062,"INVEST","RESIDENTIAL BURGLARY","05RB","A7",19,"06/06/2014 09:00:00 AM","Unarmed","No","No","Day",2014,6,"Friday","Part One",782430.5548191,2962840.39380236,"BENNINGTON ST","","(42.37723634, -71.03269957)"
"158",140363625,"BERPT ","RESIDENTIAL BURGLARY","05RB","E18",533,"06/08/2014 11:10:00 PM","Other","No","No","First",2014,6,"Sunday","Part One",755452.08646644,2914788.45414527,"KNIGHT ST","","(42.24574137, -71.13330954)"
"159",140363368,"BERPT ","RESIDENTIAL BURGLARY","05RB","E18",546,"06/07/2014 11:00:00 AM","Other","No","No","Day",2014,6,"Saturday","Part One",757579.32072903,2921649.60512111,"AUSTIN ST","","(42.2645436, -71.12534183)"
"160",140363348,"LSTPRP","RESIDENTIAL BURGLARY","05RB","D4",132,"02/01/2014 12:01:00 AM","Other","No","No","Last",2014,2,"Saturday","Part One",770803.92846611,2953831.06864519,"COMMONWEALTH AV","","(42.35268134, -71.07589455)"
"161",140362750,"BEIP  ","RESIDENTIAL BURGLARY","05RB","E13",653,"06/09/2014 02:07:00 AM","Other","No","No","Last",2014,6,"Monday","Part One",758326.67947052,2938183.45230269,"ARBORWAY","","(42.30990457, -71.12231036)"
"162",140361224,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",795,"06/08/2014 10:45:00 AM","Unarmed","No","No","Day",2014,6,"Sunday","Part One",754350.81898394,2953716.86710194,"ARMINGTON ST","","(42.35257635, -71.13676454)"
"163",140360716,"BERPTA","RESIDENTIAL BURGLARY","05RB","D14",794,"06/08/2014 05:30:00 AM","Unarmed","No","No","Last",2014,6,"Sunday","Part One",754433.50910727,2952431.17872843,"GLENVILLE AV","","(42.34904741, -71.1364789)"
"164",140360652,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",582,"06/07/2014 03:00:00 PM","Unarmed","No","No","Day",2014,6,"Saturday","Part One",761796.01767618,2942891.69190194,"MARK ST","","(42.32278135, -71.10940454)"
"165",140358131,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",624,"06/06/2014 09:00:00 PM","Other","No","No","First",2014,6,"Friday","Part One",765979.9656731,2951406.1046631,"BOYLSTON ST","","(42.34609161, -71.09378346)"
"166",140357183,"BERPT ","RESIDENTIAL BURGLARY","05RB","E18",511,"06/06/2014 02:00:00 PM","Other","No","No","Day",2014,6,"Friday","Part One",760340.48121719,2918467.39790285,"TRUMAN PY","","(42.25577762, -71.11519419)"
"167",140357087,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",391,"06/06/2014 03:40:00 PM","Unarmed","No","No","Day",2014,6,"Friday","Part One",776437.54055844,2928820.40639627,"ADAMS ST","","(42.28397231, -71.05553528)"
"168",140356718,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",509,"06/06/2014 08:30:00 AM","Other","No","No","Day",2014,6,"Friday","Part One",761067.35213877,2934064.13508202,"WOODLAWN ST","","(42.29856718, -71.11224735)"
"169",140355813,"BEIP  ","RESIDENTIAL BURGLARY","05RB","D4",157,"06/06/2014 11:03:00 AM","Unarmed","No","No","Day",2014,6,"Friday","Part One",770543.7183566,2949615.16992477,"TREMONT ST","","(42.34111635, -71.07693456)"
"170",140355004,"ARREST","RESIDENTIAL BURGLARY","05RB","E13",303,"06/06/2014 12:50:00 AM","Other","No","No","Last",2014,6,"Friday","Part One",764509.20385086,2940723.19164577,"ATHERTON PL","","(42.31679635, -71.09940955)"
"171",140354591,"BERPT ","RESIDENTIAL BURGLARY","05RB","A7",17,"06/04/2014 11:30:00 AM","Other","No","No","Day",2014,6,"Wednesday","Part One",782914.24774935,2964063.8923396,"PRESCOTT ST","","(42.38058634, -71.03088457)"
"172",140354470,"LARCRT","RESIDENTIAL BURGLARY","05RB","B3",429,"05/27/2014 07:00:00 AM","Unarmed","No","No","Last",2014,5,"Tuesday","Part One",767564.82306769,2928797.39692785,"THEODORE ST","","(42.28403136, -71.08832456)"
"173",140354392,"BERPT ","RESIDENTIAL BURGLARY","05RB","C6",234,"06/05/2014 07:00:00 AM","Other","No","No","Last",2014,6,"Thursday","Part One",781833.24269352,2946009.60725401,"L ST","","(42.33106135, -71.03524957)"
"174",140354297,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",302,"04/26/2014 06:44:00 PM","Unarmed","No","No","First",2014,4,"Saturday","Part One",765377.01609161,2943475.61593093,"MARCELLA ST","","(42.3243379, -71.09615273)"
"175",140354242,"BERPT ","RESIDENTIAL BURGLARY","05RB","C6",234,"06/05/2014 11:10:00 AM","Other","No","No","Day",2014,6,"Thursday","Part One",781833.24269352,2946009.60725401,"L ST","","(42.33106135, -71.03524957)"
"176",140353865,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",911,"06/05/2014 02:40:00 PM","Unarmed","No","No","Day",2014,6,"Thursday","Part One",766011.26679161,2947348.01435411,"ANNUNCIATION RD","","(42.33495566, -71.09373917)"
"177",140353114,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",389,"06/04/2014 05:30:00 PM","Unarmed","No","No","First",2014,6,"Wednesday","Part One",776283.8525456,2927450.84975219,"MILTON ST","","(42.28021636, -71.05612957)"
"178",140352219,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",783,"06/04/2014 10:09:00 PM","Unarmed","No","No","First",2014,6,"Wednesday","Part One",753494.39779652,2952672.69432151,"GORDON AV","","(42.34972106, -71.13994916)"
"179",140352160,"BERPT ","RESIDENTIAL BURGLARY","05RB","E5",683,"06/04/2014 08:00:00 AM","Other","No","No","Day",2014,6,"Wednesday","Part One",753300.35553368,2928421.37668252,"CORNELL ST","","(42.28317636, -71.14104454)"
"180",140352034,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",584,"06/04/2014 03:00:00 PM","Other","No","No","Day",2014,6,"Wednesday","Part One",763971.8476421,2944435.82070343,"WENSLEY ST","","(42.32699089, -71.10133221)"
"181",140352011,"BERPT ","RESIDENTIAL BURGLARY","05RB","E18",501,"06/04/2014 08:30:00 PM","Other","No","No","First",2014,6,"Wednesday","Part One",759397.14156843,2929010.87123844,"MT HOPE ST","","(42.28472136, -71.11850454)"
"182",140351757,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",319,"06/04/2014 03:00:00 PM","Other","No","No","Day",2014,6,"Wednesday","Part One",768830.38024786,2937579.34557126,"BLUE HILL AV","","(42.30811268, -71.08348925)"
"183",140351603,"BEIP  ","RESIDENTIAL BURGLARY","05RB","E18",507,"06/04/2014 05:25:00 PM","Other","No","No","First",2014,6,"Wednesday","Part One",759473.97310769,2930694.65100735,"HYDE PARK AV","","(42.28934082, -71.11819276)"
"184",140351388,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",382,"06/03/2014 09:00:00 PM","Unarmed","No","No","First",2014,6,"Tuesday","Part One",776548.39040236,2927838.51662777,"GRANITE AV","","(42.28127636, -71.05514456)"
"185",140350164,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",132,"06/04/2014 02:00:00 AM","Unarmed","No","No","Last",2014,6,"Wednesday","Part One",770507.12033268,2953723.91137919,"COMMONWEALTH AV","","(42.35239135, -71.07699456)"
"186",140349490,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",145,"06/03/2014 08:00:00 AM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",769046.70396219,2950287.44974819,"BLACKWOOD ST","","(42.34298135, -71.08245955)"
"187",140349356,"BERPTA","RESIDENTIAL BURGLARY","05RB","B3",450,"06/02/2014 07:00:00 AM","Unarmed","No","No","Last",2014,6,"Monday","Part One",771188.50479669,2931989.29605585,"WHITFIELD ST","","(42.29274136, -71.07487456)"
"188",140349005,"BEIP  ","RESIDENTIAL BURGLARY","05RB","B3",473,"06/03/2014 10:15:00 AM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",763108.07082635,2925283.33079328,"KENNEBEC ST","","(42.27444636, -71.10485455)"
"189",140348883,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",262,"06/03/2014 07:35:00 AM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",770502.57769085,2942657.14906393,"BLUE HILL AV","","(42.32202384, -71.0772143)"
"190",140348788,"BEIP  ","RESIDENTIAL BURGLARY","05RB","B2",306,"06/03/2014 12:00:00 PM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",765784.27446344,2941688.40034527,"WASHINGTON ST","","(42.3194284, -71.09467816)"
"191",140348712,"ALARMR","RESIDENTIAL BURGLARY","05RB","B2",311,"06/03/2014 03:15:00 PM","Unarmed","No","No","Day",2014,6,"Tuesday","Part One",769419.69599835,2940393.28351293,"QUINCY ST","","(42.31582635, -71.08125955)"
"192",140348524,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",334,"06/03/2014 01:00:00 PM","Other","No","No","Day",2014,6,"Tuesday","Part One",773802.90704819,2937944.41472302,"COLEMAN ST","","(42.30904635, -71.06509956)"
"193",140347505,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",149,"06/03/2014 06:30:00 AM","Unarmed","No","No","Last",2014,6,"Tuesday","Part One",770056.75279511,2950775.28243394,"BRADDOCK PARK","","(42.34430635, -71.07871455)"
"194",140347189,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",473,"06/02/2014 01:30:00 PM","Unarmed","No","No","Day",2014,6,"Monday","Part One",762411.67720602,2925185.64168419,"LIVERMORE ST","","(42.27418712, -71.10742933)"
"195",140346530,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",170,"06/02/2014 12:10:00 PM","Unarmed","No","No","Day",2014,6,"Monday","Part One",770761.85013818,2948699.71801552,"SHAWMUT AV","","(42.33860135, -71.07614456)"
"196",140346102,"BERPTA","RESIDENTIAL BURGLARY","05RB","C11",248,"06/02/2014 08:00:00 AM","Other","No","No","Day",2014,6,"Monday","Part One",776189.49282619,2939866.29670602,"HALLAM ST","","(42.31428635, -71.05623956)"
"197",140345943,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",636,"06/02/2014 11:00:00 AM","Unarmed","No","No","Day",2014,6,"Monday","Part One",761230.34393876,2941774.75942452,"CENTRE ST","","(42.31972352, -71.11151507)"
"198",140345636,"IVPREM","RESIDENTIAL BURGLARY","05RB","C11",247,"06/02/2014 12:33:00 PM","Unarmed","No","No","Day",2014,6,"Monday","Part One",775667.52995936,2940379.25204493,"VICTORIA ST","","(42.31570136, -71.05815956)"
"199",140345110,"ARREST","RESIDENTIAL BURGLARY","05RB","D4",154,"06/02/2014 08:00:00 AM","Other","No","No","Day",2014,6,"Monday","Part One",770154.26113027,2949917.53775835,"RUTLAND SQ","","(42.34195135, -71.07836956)"
"200",140344830,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",357,"05/31/2014 11:00:00 AM","Other","No","No","Day",2014,5,"Saturday","Part One",771809.06523536,2934328.85108802,"CLAYBOURNE ST","","(42.29915272, -71.07253764)"
"201",140344486,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",618,"06/01/2014 11:00:00 PM","Unarmed","No","No","First",2014,6,"Sunday","Part One",766919.78334727,2950063.7333321,"HEMENWAY ST","","(42.34239576, -71.09033083)"
"202",140344065,"SUSPER","RESIDENTIAL BURGLARY","05RB","C11",254,"06/01/2014 08:06:00 PM","Unarmed","No","No","First",2014,6,"Sunday","Part One",776828.84456585,2938697.21603894,"S SYDNEY ST","","(42.31106919, -71.05389834)"
"203",140343795,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",793,"05/18/2014 03:00:00 PM","Other","No","No","Day",2014,5,"Sunday","Part One",754963.35220769,2952188.31274435,"COMMONWEALTH AV","","(42.34837476, -71.13452271)"
"204",140343699,"BERPT ","RESIDENTIAL BURGLARY","05RB","C6",234,"06/01/2014 05:27:00 PM","Other","No","No","First",2014,6,"Sunday","Part One",781833.24269352,2946009.60725401,"L ST","","(42.33106135, -71.03524957)"
